1;0
2;0
3;1536
4;2304
5;1536
6;0
7;0
8;0
9;0
10;1536
11;0
12;0
13;0
14;768
15;0
16;0
17;0
18;0
19;0
20;2304
21;0
22;0
23;1536
24;0
25;0
26;0
27;2304
28;0
29;0
30;0
31;0
32;0
33;1536
34;0
35;0
36;1536
37;0
38;0
39;0
40;0
41;1536
42;3072
43;0
44;1536
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;1536
53;768
54;0
55;0
56;2304
57;0
58;2304
59;0
60;0
61;0
62;0
63;0
64;2304
65;0
66;0
67;0
68;2304
69;0
70;0
71;0
72;2304
73;0
74;0
75;2304
76;0
77;768
78;0
79;0
80;0
81;0
82;0
83;1536
84;1536
85;0
86;0
87;0
88;2304
89;0
90;2304
91;0
92;0
93;768
94;0
95;768
96;0
97;0
98;0
99;2304
100;2304
