1;19200
2;3840
3;3072
4;1536
5;6144
6;6144
7;8448
8;5376
9;7680
10;3072
11;2304
12;768
13;0
14;768
15;0
16;0
17;0
18;5376
19;7680
20;3072
21;4608
22;0
23;3072
24;11520
25;3072
26;5376
27;6144
28;0
29;3840
30;3072
31;3840
32;0
33;6144
34;7680
35;3072
36;7680
37;3840
38;3072
39;3072
40;6912
41;2304
42;0
43;34560
44;0
45;5376
46;5376
47;7680
48;3840
49;8448
50;0
51;3072
52;3072
53;3072
54;7680
55;8448
56;6144
57;8448
58;768
59;3072
60;7680
61;768
62;3840
63;3072
64;6144
65;6144
66;2304
67;4608
68;0
69;3840
70;30720
71;7680
72;4608
73;3072
74;4608
75;1536
76;1536
77;0
78;3072
79;32256
80;0
81;3072
82;3072
83;7680
84;2304
85;768
86;0
87;3840
88;768
89;3072
90;0
91;6144
92;28416
93;11520
94;7680
95;5376
96;19968
97;0
98;5376
99;5376
100;49152
