1;0
2;5376
3;6144
4;60672
5;7680
6;768
7;0
8;6144
9;0
10;48384
11;6144
12;0
13;6144
14;6144
15;6144
16;6144
17;6144
18;6144
19;5376
20;12288
21;6144
22;6144
23;0
24;6144
25;15360
26;3840
27;0
28;6144
29;3072
30;8448
31;52224
32;6144
33;6912
34;34560
35;0
36;6144
37;6144
38;3072
39;0
40;0
41;28416
42;5376
43;0
44;5376
45;768
46;0
47;0
48;11520
49;0
50;5376
51;12288
52;7680
53;0
54;10752
55;43776
56;16896
57;8448
58;6144
59;6144
60;12288
61;6144
62;6144
63;1536
64;0
65;6144
66;768
67;11520
68;70656
69;64512
70;768
71;2304
72;3840
73;6144
74;768
75;3840
76;4608
77;6144
78;0
79;3840
80;5376
81;2304
82;6144
83;768
84;0
85;768
86;0
87;1536
88;6144
89;64512
90;10752
91;0
92;5376
93;6144
94;0
95;6144
96;6144
97;3840
98;0
99;5376
100;6144
101;0
102;22272
103;0
104;6144
105;9984
106;23040
107;6144
108;5376
109;0
110;0
111;4608
112;11520
113;6144
114;6144
115;11520
116;0
117;6144
118;768
119;6144
120;6144
121;5376
122;8448
123;11520
124;0
125;87552
126;40704
127;2304
128;5376
129;6144
130;4608
131;5376
132;8448
133;8448
134;9984
135;0
136;35328
137;5376
138;0
139;37632
140;3840
141;3840
142;34560
143;0
144;37632
145;6144
146;0
147;0
148;0
149;12288
150;7680
151;6144
152;4608
153;59904
154;6144
155;5376
156;6144
157;0
158;6144
159;6144
160;3840
161;12288
162;11520
163;3840
164;0
165;0
166;9984
167;0
168;5376
169;4608
170;6144
171;52224
172;3840
173;0
174;6144
175;0
176;5376
177;3840
178;8448
179;12288
180;0
181;0
182;6144
183;6912
184;3840
185;0
186;11520
187;0
188;6144
189;27648
190;0
191;5376
192;0
193;6144
194;6144
195;0
196;5376
197;6144
198;6144
199;6144
200;6144
201;12288
202;6144
203;5376
204;6144
205;6144
206;6144
207;58368
208;7680
209;6144
210;6144
211;5376
212;6144
213;12288
214;1536
215;6144
216;7680
217;11520
218;0
219;3840
220;6144
221;6144
222;6144
223;3840
224;5376
225;6144
226;1536
227;768
228;3072
229;4608
230;0
231;6144
232;0
233;0
234;6144
235;3840
236;46080
237;6144
238;0
239;6144
240;9984
241;5376
242;6144
243;18432
244;3840
245;5376
246;52992
247;8448
248;11520
249;7680
250;5376
251;0
252;5376
253;5376
254;6144
255;57600
256;52224
257;6144
258;6144
259;6144
260;0
261;55296
262;6144
263;0
264;7680
265;6144
266;0
267;6144
268;24576
269;4608
270;5376
271;0
272;36864
273;5376
274;8448
275;67584
276;0
277;2304
278;6144
279;7680
280;5376
281;6144
282;768
283;2304
284;8448
285;768
286;15360
287;6144
288;5376
289;3840
290;2304
291;0
292;4608
293;5376
294;16896
295;6144
296;1536
297;5376
298;1536
299;11520
300;0
301;0
302;56832
303;8448
304;48384
305;768
306;8448
307;6144
308;5376
309;3072
310;11520
311;4608
312;6144
313;768
314;0
315;6144
316;6144
317;6144
318;6144
319;11520
320;4608
321;34560
322;6144
323;44544
324;0
325;768
326;0
327;6144
328;6144
329;0
330;55296
331;0
332;0
333;0
334;10752
335;0
336;6144
337;6144
338;0
339;6144
340;4608
341;52224
342;6144
343;0
344;6912
345;69888
346;0
347;6144
348;12288
349;11520
350;3072
351;6144
352;0
353;43008
354;11520
355;0
356;3840
357;36864
358;12288
359;5376
360;11520
361;6144
362;6144
363;11520
364;11520
365;6144
366;7680
367;0
368;6144
369;6144
370;6144
371;12288
372;8448
373;0
374;3840
375;16128
376;6144
377;17664
378;47616
379;6144
380;33024
381;3840
382;6144
383;6144
384;11520
385;1536
386;4608
387;36864
388;6144
389;6144
390;0
391;5376
392;6144
393;6144
394;6144
395;6144
396;6144
397;5376
398;50688
399;6144
400;5376
401;6144
402;6144
403;768
404;11520
405;5376
406;6144
407;16896
408;0
409;5376
410;0
411;768
412;6144
413;5376
414;6144
415;9216
416;0
417;54528
418;6144
419;11520
420;4608
421;16896
422;7680
423;0
424;6144
425;768
426;768
427;9216
428;0
429;8448
430;5376
431;6144
432;0
433;6144
434;41472
435;6144
436;11520
437;1536
438;6144
439;29952
440;2304
441;12288
442;6144
443;38400
444;0
445;6144
446;0
447;5376
448;8448
449;6144
450;6144
451;6144
452;3840
453;36096
454;0
455;6144
456;6144
457;0
458;5376
459;6144
460;5376
461;33024
462;70656
463;5376
464;768
465;6144
466;6144
467;0
468;768
469;0
470;9984
471;6144
472;6144
473;6144
474;4608
475;5376
476;57600
477;6144
478;6144
479;0
480;14592
481;6144
482;6144
483;28416
484;6144
485;0
486;8448
487;46080
488;35328
489;6144
490;0
491;0
492;0
493;4608
494;3840
495;6144
496;11520
497;18432
498;63744
499;65280
500;29952
501;5376
502;6144
503;6144
504;6144
505;11520
506;5376
507;768
508;3840
509;0
510;4608
511;6144
512;6144
513;6144
514;768
515;6144
516;6144
517;5376
518;0
519;0
520;2304
521;18432
522;0
523;6144
524;6144
525;6144
526;5376
527;28416
528;6144
529;36864
530;6144
531;768
532;0
533;0
534;6144
535;2304
536;1536
537;52224
538;23808
539;43008
540;5376
541;0
542;41472
543;9984
544;0
545;6144
546;11520
547;26112
548;4608
549;37632
550;0
551;6144
552;6144
553;6144
554;0
555;11520
556;6144
557;6144
558;5376
559;30720
560;0
561;6144
562;0
563;6144
564;5376
565;6144
566;8448
567;5376
568;6144
569;6144
570;6144
571;0
572;0
573;17664
574;0
575;0
576;10752
577;6144
578;16128
579;6144
580;6144
581;9216
582;6144
583;56064
584;0
585;11520
586;0
587;6144
588;19968
589;6144
590;10752
591;6144
592;6144
593;66048
594;6144
595;768
596;61440
597;22272
598;5376
599;16128
600;6144
601;0
602;6144
603;3840
604;6144
605;8448
606;19968
607;11520
608;29184
609;33792
610;6144
611;1536
612;2304
613;6144
614;6144
615;768
616;6144
617;4608
618;6144
619;0
620;6144
621;6144
622;8448
623;0
624;10752
625;6144
626;768
627;36864
628;6144
629;0
630;11520
631;6144
632;0
633;49920
634;5376
635;0
636;6144
637;11520
638;6144
639;4608
640;768
641;16128
642;6144
643;6144
644;768
645;3840
646;4608
647;5376
648;10752
649;3840
650;0
651;0
652;6144
653;12288
654;18432
655;8448
656;3072
657;6144
658;6144
659;5376
660;12288
661;8448
662;3840
663;6144
664;3840
665;0
666;42240
667;1536
668;10752
669;5376
670;6144
671;4608
672;7680
673;6144
674;59904
675;2304
676;3840
677;0
678;17664
679;0
680;0
681;5376
682;6144
683;1536
684;6144
685;6144
686;58368
687;5376
688;1536
689;6144
690;6144
691;6144
692;18432
693;0
694;10752
695;0
696;6144
697;7680
698;3840
699;6144
700;6144
701;6144
702;6144
703;6144
704;6144
705;6144
706;6144
707;0
708;12288
709;10752
710;768
711;6144
712;3072
713;7680
714;39936
715;12288
716;0
717;6144
718;64512
719;6144
720;0
721;56832
722;4608
723;9216
724;3072
725;4608
726;6144
727;3840
728;0
729;0
