1;1536
2;4608
3;3840
4;3840
5;5376
6;0
7;768
8;6144
9;0
10;0
11;0
12;0
13;6144
14;3840
15;0
16;3840
17;0
18;5376
19;3840
20;2304
21;3072
22;6144
23;0
24;4608
25;4608
26;4608
27;6144
28;3072
29;3840
30;3840
31;0
32;4608
33;6144
34;0
35;3840
36;5376
37;3840
38;3072
39;4608
40;0
41;5376
42;0
43;0
44;5376
45;5376
46;3840
47;4608
48;9216
49;0
50;4608
51;768
52;4608
53;0
54;6144
55;0
56;4608
57;2304
58;0
59;5376
60;0
61;0
62;0
63;3840
64;3072
65;5376
66;6144
67;768
68;4608
69;5376
70;6144
71;5376
72;6144
73;0
74;768
75;0
76;6144
77;0
78;3072
79;6912
80;3072
81;5376
82;768
83;1536
84;9984
85;0
86;6144
87;768
88;3840
89;7680
90;6144
91;0
92;5376
93;4608
94;0
95;3072
96;58368
97;3072
98;0
99;0
100;0
101;4608
102;768
103;0
104;3840
105;0
106;0
107;6144
108;0
109;0
110;27648
111;5376
112;0
113;6144
114;6144
115;0
116;4608
117;0
118;4608
119;2304
120;768
121;3072
122;0
123;5376
124;6144
125;5376
126;0
127;0
128;768
129;5376
130;0
131;2304
132;5376
133;0
134;6144
135;0
136;6144
137;0
138;0
139;768
140;5376
141;0
142;0
143;4608
144;5376
145;5376
146;0
147;11520
148;3072
149;5376
150;5376
151;4608
152;5376
153;6144
154;1536
155;1536
156;0
157;0
158;0
159;3840
160;4608
161;0
162;9984
163;5376
164;2304
165;0
166;3840
167;0
168;0
169;6144
170;4608
171;6144
172;5376
173;0
174;6144
175;5376
176;3840
177;6144
178;0
179;5376
180;6144
181;3840
182;6144
183;3840
184;0
185;5376
186;0
187;41472
188;5376
189;0
190;768
191;3840
192;0
193;5376
194;6144
195;5376
196;0
197;0
198;1536
199;0
200;4608
201;6144
202;0
203;0
204;5376
205;768
206;6144
207;0
208;4608
209;9216
210;0
211;0
212;0
213;3840
214;3840
215;15360
216;4608
217;1536
218;0
219;6144
220;0
221;0
222;5376
223;4608
224;3072
225;0
226;0
227;0
228;6144
229;2304
230;0
231;4608
232;3072
233;0
234;4608
235;5376
236;5376
237;0
238;0
239;0
240;6144
241;0
242;9216
243;0
244;0
245;0
246;0
247;5376
248;0
249;3840
250;6144
251;0
252;0
253;6144
254;4608
255;3072
256;0
257;6144
258;3840
259;0
260;768
261;0
262;0
263;3840
264;3072
265;768
266;9984
267;0
268;0
269;6144
270;0
271;3840
272;5376
273;0
274;5376
275;768
276;0
277;1536
278;6144
279;0
280;0
281;6144
282;0
283;3840
284;3840
285;768
286;768
287;0
288;0
289;0
290;3840
291;82944
292;3840
293;0
294;5376
295;9216
296;6144
297;5376
298;3072
299;0
300;6144
301;5376
302;6144
303;6144
304;768
305;0
306;3840
307;6144
308;0
309;0
310;0
311;9216
312;4608
313;5376
314;0
315;9216
316;5376
317;3072
318;9216
319;5376
320;5376
321;0
322;5376
323;4608
324;3072
325;2304
326;2304
327;0
328;0
329;0
330;5376
331;0
332;4608
333;0
334;3840
335;3840
336;5376
337;6144
338;0
339;0
340;1536
341;0
342;4608
343;768
344;0
345;3840
346;6912
347;9984
348;6144
349;2304
350;0
351;9216
352;5376
353;0
354;5376
355;0
356;3840
357;4608
358;8448
359;5376
360;6144
361;5376
362;3072
363;4608
364;4608
365;6144
366;5376
367;6144
368;3072
369;9216
370;5376
371;6144
372;768
373;6144
374;0
375;3072
376;4608
377;0
378;5376
379;0
380;768
381;3072
382;3072
383;6144
384;6144
385;0
386;3840
387;4608
388;3840
389;0
390;6144
391;0
392;768
393;4608
394;0
395;0
396;6144
397;768
398;0
399;768
400;0
401;3840
402;0
403;0
404;1536
405;2304
406;9216
407;1536
408;4608
409;6144
410;9216
411;3840
412;0
413;0
414;0
415;5376
416;0
417;6144
418;0
419;768
420;3840
421;2304
422;6144
423;6144
424;4608
425;4608
426;4608
427;3840
428;0
429;4608
430;3840
431;6144
432;5376
433;4608
434;0
435;6144
436;3072
437;5376
438;0
439;0
440;0
441;3840
442;768
443;0
444;768
445;0
446;0
447;6144
448;3840
449;4608
450;8448
451;5376
452;3840
453;2304
454;6144
455;6144
456;4608
457;3072
458;6144
459;6144
460;768
461;4608
462;3840
463;0
464;2304
465;768
466;6144
467;0
468;3840
469;0
470;0
471;5376
472;0
473;6144
474;5376
475;3072
476;1536
477;5376
478;0
479;0
480;5376
481;0
482;6144
483;6144
484;0
485;6144
486;6144
487;768
488;5376
489;1536
490;6144
491;3072
492;9984
493;5376
494;3840
495;0
496;0
497;0
498;6144
499;0
500;0
501;0
502;5376
503;6144
504;11520
505;3840
506;2304
507;0
508;4608
509;3840
510;4608
511;0
512;2304
513;768
514;5376
515;0
516;3072
517;3840
518;0
519;0
520;6144
521;0
522;6144
523;7680
524;0
525;768
526;8448
527;768
528;6144
529;5376
530;0
531;6144
532;2304
533;4608
534;768
535;0
536;5376
537;0
538;0
539;3840
540;4608
541;0
542;3840
543;0
544;0
545;5376
546;6144
547;5376
548;0
549;5376
550;0
551;4608
552;768
553;5376
554;6144
555;4608
556;0
557;1536
558;0
559;0
560;3072
561;4608
562;0
563;4608
564;2304
565;6144
566;4608
567;0
568;3072
569;0
570;9216
571;2304
572;0
573;0
574;0
575;3072
576;0
577;3072
578;1536
579;6144
580;4608
581;0
582;5376
583;3840
584;6144
585;3072
586;4608
587;0
588;3072
589;0
590;3840
591;0
592;6144
593;6144
594;6144
595;1536
596;0
597;4608
598;0
599;5376
600;5376
601;5376
602;6144
603;6144
604;0
605;0
606;9216
607;4608
608;6144
609;5376
610;6144
611;0
612;8448
613;0
614;5376
615;6912
616;0
617;4608
618;2304
619;3072
620;3840
621;4608
622;0
