1;1;0;1000;128;0;25;38103
2;1;1;1000;128;0;25;25107
3;1;2;1000;128;0;25;5118
4;1;3;1000;128;0;25;603
5;1;4;1000;128;0;25;24139
6;1;5;1000;128;0;25;66426
7;1;6;1000;128;0;25;230
8;1;7;1000;128;0;25;597
9;1;8;1000;128;0;25;4107
10;1;9;1000;128;0;25;48090
11;2;0;1000;128;0;25;50091
12;2;1;1000;128;0;25;53082
13;2;2;1000;128;0;25;61089
14;2;3;1000;128;0;25;35073
15;2;4;1000;128;0;25;4064
16;2;5;1000;128;0;25;56115
17;2;6;1000;128;0;25;26091
18;2;7;1000;128;0;25;61098
19;2;8;1000;128;0;25;50082
20;2;9;1000;128;0;25;15096
21;3;0;1000;128;0;25;32112
22;3;1;1000;128;0;25;21093
23;3;2;1000;128;0;25;26106
24;3;3;1000;128;0;25;32109
25;3;4;1000;128;0;25;36075
26;3;5;1000;128;0;25;13107
27;3;6;1000;128;0;25;85080
28;3;7;1000;128;0;25;45111
29;3;8;1000;128;0;25;616
30;3;9;1000;128;0;25;16068
31;4;0;1000;128;0;25;53139
32;4;1;1000;128;0;25;204
33;4;2;1000;128;0;25;43082
34;4;3;1000;128;0;25;36105
35;4;4;1000;128;0;25;45069
36;4;5;1000;128;0;25;57105
37;4;6;1000;128;0;25;4074
38;4;7;1000;128;0;25;37074
39;4;8;1000;128;0;25;50071
40;4;9;1000;128;0;25;31080
41;5;0;1000;128;0;25;29085
42;5;1;1000;128;0;25;39079
43;5;2;1000;128;0;25;19065
44;5;3;1000;128;0;25;192
45;5;4;1000;128;0;25;11112
46;5;5;1000;128;0;25;79110
47;5;6;1000;128;0;25;76080
48;5;7;1000;128;0;25;34104
49;5;8;1000;128;0;25;2076
50;5;9;1000;128;0;25;47077
51;6;0;1000;128;0;25;24108
52;6;1;1000;128;0;25;29112
53;6;2;1000;128;0;25;21093
54;6;3;1000;128;0;25;21090
55;6;4;1000;128;0;25;30105
56;6;5;1000;128;0;25;17076
57;6;6;1000;128;0;25;192
58;6;7;1000;128;0;25;31077
59;6;8;1000;128;0;25;51078
60;6;9;1000;128;0;25;37104
61;7;0;1000;128;0;25;10131
62;7;1;1000;128;0;25;186
63;7;2;1000;128;0;25;618
64;7;3;1000;128;0;25;174
65;7;4;1000;128;0;25;59112
66;7;5;1000;128;0;25;59112
67;7;6;1000;128;0;25;516
68;7;7;1000;128;0;25;49098
69;7;8;1000;128;0;25;8064
70;7;9;1000;128;0;25;1104
71;8;0;1000;128;0;25;26076
72;8;1;1000;128;0;25;35070
73;8;2;1000;128;0;25;48080
74;8;3;1000;128;0;25;4071
75;8;4;1000;128;0;25;75093
76;8;5;1000;128;0;25;27078
77;8;6;1000;128;0;25;471
78;8;7;1000;128;0;25;37083
79;8;8;1000;128;0;25;32094
80;8;9;1000;128;0;25;31071
81;9;0;1000;128;0;25;630
82;9;1;1000;128;0;25;216
83;9;2;1000;128;0;25;598
84;9;3;1000;128;0;25;16131
85;9;4;1000;128;0;25;711
86;9;5;1000;128;0;25;14079
87;9;6;1000;128;0;25;606
88;9;7;1000;128;0;25;58087
89;9;8;1000;128;0;25;31092
90;9;9;1000;128;0;25;12108
91;10;0;1000;128;0;25;16086
92;10;1;1000;128;0;25;19101
93;10;2;1000;128;0;25;67095
94;10;3;1000;128;0;25;192
95;10;4;1000;128;0;25;9072
96;10;5;1000;128;0;25;7104
97;10;6;1000;128;0;25;669
98;10;7;1000;128;0;25;48090
99;10;8;1000;128;0;25;20109
100;10;9;1000;128;0;25;36084
101;11;0;1000;128;0;25;26082
102;11;1;1000;128;0;25;70116
103;11;2;1000;128;0;25;27069
104;11;3;1000;128;0;25;55083
105;11;4;1000;128;0;25;26100
106;11;5;1000;128;0;25;20112
107;11;6;1000;128;0;25;606
108;11;7;1000;128;0;25;177
109;11;8;1000;128;0;25;27096
110;11;9;1000;128;0;25;33074
111;12;0;1000;128;0;25;48084
112;12;1;1000;128;0;25;29132
113;12;2;1000;128;0;25;57132
114;12;3;1000;128;0;25;32106
115;12;4;1000;128;0;25;52143
116;12;5;1000;128;0;25;22143
117;12;6;1000;128;0;25;14139
118;12;7;1000;128;0;25;23133
119;12;8;1000;128;0;25;25140
120;12;9;1000;128;0;25;636
121;13;0;1000;128;0;25;519
122;13;1;1000;128;0;25;40102
123;13;2;1000;128;0;25;36063
124;13;3;1000;128;0;25;14100
125;13;4;1000;128;0;25;39084
126;13;5;1000;128;0;25;186
127;13;6;1000;128;0;25;18114
128;13;7;1000;128;0;25;46110
129;13;8;1000;128;0;25;588
130;13;9;1000;128;0;25;177
131;14;0;1000;128;0;25;18141
132;14;1;1000;128;0;25;26109
133;14;2;1000;128;0;25;282
134;14;3;1000;128;0;25;26097
135;14;4;1000;128;0;25;12063
136;14;5;1000;128;0;25;615
137;14;6;1000;128;0;25;186
138;14;7;1000;128;0;25;26100
139;14;8;1000;128;0;25;6078
140;14;9;1000;128;0;25;10083
141;15;0;1000;128;0;25;28104
142;15;1;1000;128;0;25;91089
143;15;2;1000;128;0;25;59109
144;15;3;1000;128;0;25;43101
145;15;4;1000;128;0;25;57105
146;15;5;1000;128;0;25;4106
147;15;6;1000;128;0;25;16074
148;15;7;1000;128;0;25;20082
149;15;8;1000;128;0;25;72088
150;15;9;1000;128;0;25;44064
151;16;0;1000;128;0;25;82083
152;16;1;1000;128;0;25;186
153;16;2;1000;128;0;25;5076
154;16;3;1000;128;0;25;35067
155;16;4;1000;128;0;25;10102
156;16;5;1000;128;0;25;180
157;16;6;1000;128;0;25;609
158;16;7;1000;128;0;25;28104
159;16;8;1000;128;0;25;55074
160;16;9;1000;128;0;25;4092
161;17;0;1000;128;0;25;618
162;17;1;1000;128;0;25;10116
163;17;2;1000;128;0;25;606
164;17;3;1000;128;0;25;225
165;17;4;1000;128;0;25;65691
166;17;5;1000;128;0;25;5097
167;17;6;1000;128;0;25;606
168;17;7;1000;128;0;25;26103
169;17;8;1000;128;0;25;5094
170;17;9;1000;128;0;25;53088
171;18;0;1000;128;0;25;1131
172;18;1;1000;128;0;25;36105
173;18;2;1000;128;0;25;42078
174;18;3;1000;128;0;25;5100
175;18;4;1000;128;0;25;20082
176;18;5;1000;128;0;25;186
177;18;6;1000;128;0;25;14103
178;18;7;1000;128;0;25;64071
179;18;8;1000;128;0;25;46102
180;18;9;1000;128;0;25;6081
181;19;0;1000;128;0;25;29092
182;19;1;1000;128;0;25;501
183;19;2;1000;128;0;25;255
184;19;3;1000;128;0;25;15102
185;19;4;1000;128;0;25;49113
186;19;5;1000;128;0;25;25094
187;19;6;1000;128;0;25;6063
188;19;7;1000;128;0;25;564
189;19;8;1000;128;0;25;32082
190;19;9;1000;128;0;25;77112
191;20;0;1000;128;0;25;19083
192;20;1;1000;128;0;25;49110
193;20;2;1000;128;0;25;52092
194;20;3;1000;128;0;25;5098
195;20;4;1000;128;0;25;492
196;20;5;1000;128;0;25;27084
197;20;6;1000;128;0;25;8094
198;20;7;1000;128;0;25;67089
199;20;8;1000;128;0;25;25075
200;20;9;1000;128;0;25;19083
201;21;0;1000;128;0;25;17088
202;21;1;1000;128;0;25;50079
203;21;2;1000;128;0;25;222
204;21;3;1000;128;0;25;37096
205;21;4;1000;128;0;25;67482
206;21;5;1000;128;0;25;13084
207;21;6;1000;128;0;25;8121
208;21;7;1000;128;0;25;29130
209;21;8;1000;128;0;25;30123
210;21;9;1000;128;0;25;579
211;22;0;1000;128;0;25;180
212;22;1;1000;128;0;25;75070
213;22;2;1000;128;0;25;50091
214;22;3;1000;128;0;25;519
215;22;4;1000;128;0;25;19098
216;22;5;1000;128;0;25;918
217;22;6;1000;128;0;25;22065
218;22;7;1000;128;0;25;6066
219;22;8;1000;128;0;25;60072
220;22;9;1000;128;0;25;60096
221;23;0;1000;128;0;25;7086
222;23;1;1000;128;0;25;25080
223;23;2;1000;128;0;25;54081
224;23;3;1000;128;0;25;10092
225;23;4;1000;128;0;25;68076
226;23;5;1000;128;0;25;21093
227;23;6;1000;128;0;25;50071
228;23;7;1000;128;0;25;195
229;23;8;1000;128;0;25;24104
230;23;9;1000;128;0;25;33105
231;24;0;1000;128;0;25;40101
232;24;1;1000;128;0;25;28114
233;24;2;1000;128;0;25;8094
234;24;3;1000;128;0;25;18120
235;24;4;1000;128;0;25;29103
236;24;5;1000;128;0;25;31078
237;24;6;1000;128;0;25;50130
238;24;7;1000;128;0;25;40125
239;24;8;1000;128;0;25;23094
240;24;9;1000;128;0;25;231
241;25;0;1000;128;0;25;16113
242;25;1;1000;128;0;25;20090
243;25;2;1000;128;0;25;222
244;25;3;1000;128;0;25;23103
245;25;4;1000;128;0;25;10074
246;25;5;1000;128;0;25;46068
247;25;6;1000;128;0;25;16110
248;25;7;1000;128;0;25;17082
249;25;8;1000;128;0;25;9092
250;25;9;1000;128;0;25;600
251;26;0;1000;128;0;25;15069
252;26;1;1000;128;0;25;33081
253;26;2;1000;128;0;25;11094
254;26;3;1000;128;0;25;618
255;26;4;1000;128;0;25;213
256;26;5;1000;128;0;25;43128
257;26;6;1000;128;0;25;35124
258;26;7;1000;128;0;25;636
259;26;8;1000;128;0;25;22120
260;26;9;1000;128;0;25;35085
261;27;0;1000;128;0;25;95085
262;27;1;1000;128;0;25;31074
263;27;2;1000;128;0;25;11109
264;27;3;1000;128;0;25;50094
265;27;4;1000;128;0;25;30104
266;27;5;1000;128;0;25;561
267;27;6;1000;128;0;25;23094
268;27;7;1000;128;0;25;25116
269;27;8;1000;128;0;25;36096
270;27;9;1000;128;0;25;20094
271;28;0;1000;128;0;25;47112
272;28;1;1000;128;0;25;52116
273;28;2;1000;128;0;25;23091
274;28;3;1000;128;0;25;15100
275;28;4;1000;128;0;25;29070
276;28;5;1000;128;0;25;3074
277;28;6;1000;128;0;25;23091
278;28;7;1000;128;0;25;47076
279;28;8;1000;128;0;25;38092
280;28;9;1000;128;0;25;585
281;29;0;1000;128;0;25;23103
282;29;1;1000;128;0;25;50112
283;29;2;1000;128;0;25;30078
284;29;3;1000;128;0;25;39078
285;29;4;1000;128;0;25;19143
286;29;5;1000;128;0;25;49110
287;29;6;1000;128;0;25;5136
288;29;7;1000;128;0;25;48124
289;29;8;1000;128;0;25;243
290;29;9;1000;128;0;25;19080
291;30;0;1000;128;0;25;3080
292;30;1;1000;128;0;25;750
293;30;2;1000;128;0;25;20097
294;30;3;1000;128;0;25;52083
295;30;4;1000;128;0;25;21096
296;30;5;1000;128;0;25;687
297;30;6;1000;128;0;25;43119
298;30;7;1000;128;0;25;39078
299;30;8;1000;128;0;25;43104
300;30;9;1000;128;0;25;26088
301;31;0;1000;128;0;25;20103
302;31;1;1000;128;0;25;40083
303;31;2;1000;128;0;25;3135
304;31;3;1000;128;0;25;55104
305;31;4;1000;128;0;25;234
306;31;5;1000;128;0;25;13086
307;31;6;1000;128;0;25;234
308;31;7;1000;128;0;25;67080
309;31;8;1000;128;0;25;240
310;31;9;1000;128;0;25;10125
311;32;0;1000;128;0;25;70062
312;32;1;1000;128;0;25;33093
313;32;2;1000;128;0;25;17110
314;32;3;1000;128;0;25;537
315;32;4;1000;128;0;25;15060
316;32;5;1000;128;0;25;13083
317;32;6;1000;128;0;25;33072
318;32;7;1000;128;0;25;60084
319;32;8;1000;128;0;25;72114
320;32;9;1000;128;0;25;33066
321;33;0;1000;128;0;25;38106
322;33;1;1000;128;0;25;30144
323;33;2;1000;128;0;25;35106
324;33;3;1000;128;0;25;31080
325;33;4;1000;128;0;25;37122
326;33;5;1000;128;0;25;18123
327;33;6;1000;128;0;25;39138
328;33;7;1000;128;0;25;34117
329;33;8;1000;128;0;25;58131
330;33;9;1000;128;0;25;61123
331;34;0;1000;128;0;25;6078
332;34;1;1000;128;0;25;570
333;34;2;1000;128;0;25;42100
334;34;3;1000;128;0;25;14085
335;34;4;1000;128;0;25;100113
336;34;5;1000;128;0;25;37113
337;34;6;1000;128;0;25;64068
338;34;7;1000;128;0;25;75064
339;34;8;1000;128;0;25;60072
340;34;9;1000;128;0;25;21075
341;35;0;1000;128;0;25;51114
342;35;1;1000;128;0;25;43080
343;35;2;1000;128;0;25;249
344;35;3;1000;128;0;25;27063
345;35;4;1000;128;0;25;192
346;35;5;1000;128;0;25;43078
347;35;6;1000;128;0;25;17088
348;35;7;1000;128;0;25;13095
349;35;8;1000;128;0;25;25080
350;35;9;1000;128;0;25;26097
351;36;0;1000;128;0;25;77106
352;36;1;1000;128;0;25;17112
353;36;2;1000;128;0;25;33108
354;36;3;1000;128;0;25;12088
355;36;4;1000;128;0;25;38100
356;36;5;1000;128;0;25;984
357;36;6;1000;128;0;25;29130
358;36;7;1000;128;0;25;51117
359;36;8;1000;128;0;25;68097
360;36;9;1000;128;0;25;69114
361;37;0;1000;128;0;25;49107
362;37;1;1000;128;0;25;9105
363;37;2;1000;128;0;25;7089
364;37;3;1000;128;0;25;32080
365;37;4;1000;128;0;25;17097
366;37;5;1000;128;0;25;58083
367;37;6;1000;128;0;25;30088
368;37;7;1000;128;0;25;84108
369;37;8;1000;128;0;25;33105
370;37;9;1000;128;0;25;14067
371;38;0;1000;128;0;25;762
372;38;1;1000;128;0;25;48075
373;38;2;1000;128;0;25;55071
374;38;3;1000;128;0;25;261
375;38;4;1000;128;0;25;615
376;38;5;1000;128;0;25;184
377;38;6;1000;128;0;25;25086
378;38;7;1000;128;0;25;2082
379;38;8;1000;128;0;25;507
380;38;9;1000;128;0;25;35067
381;39;0;1000;128;0;25;58086
382;39;1;1000;128;0;25;40086
383;39;2;1000;128;0;25;216
384;39;3;1000;128;0;25;58101
385;39;4;1000;128;0;25;17092
386;39;5;1000;128;0;25;30093
387;39;6;1000;128;0;25;74061
388;39;7;1000;128;0;25;9063
389;39;8;1000;128;0;25;21087
390;39;9;1000;128;0;25;4113
391;40;0;1000;128;0;25;5664
392;40;1;1000;128;0;25;33075
393;40;2;1000;128;0;25;813
394;40;3;1000;128;0;25;46098
395;40;4;1000;128;0;25;56082
396;40;5;1000;128;0;25;23079
397;40;6;1000;128;0;25;14106
398;40;7;1000;128;0;25;240
399;40;8;1000;128;0;25;62076
400;40;9;1000;128;0;25;31077
401;41;0;1000;128;0;25;47100
402;41;1;1000;128;0;25;27138
403;41;2;1000;128;0;25;15080
404;41;3;1000;128;0;25;79068
405;41;4;1000;128;0;25;51126
406;41;5;1000;128;0;25;6099
407;41;6;1000;128;0;25;48138
408;41;7;1000;128;0;25;22089
409;41;8;1000;128;0;25;34125
410;41;9;1000;128;0;25;37105
411;42;0;1000;128;0;25;27090
412;42;1;1000;128;0;25;50085
413;42;2;1000;128;0;25;2097
414;42;3;1000;128;0;25;456
415;42;4;1000;128;0;25;45063
416;42;5;1000;128;0;25;27075
417;42;6;1000;128;0;25;4080
418;42;7;1000;128;0;25;6102
419;42;8;1000;128;0;25;34083
420;42;9;1000;128;0;25;42093
421;43;0;1000;128;0;25;16086
422;43;1;1000;128;0;25;42090
423;43;2;1000;128;0;25;67113
424;43;3;1000;128;0;25;19065
425;43;4;1000;128;0;25;195
426;43;5;1000;128;0;25;17112
427;43;6;1000;128;0;25;10068
428;43;7;1000;128;0;25;11064
429;43;8;1000;128;0;25;16116
430;43;9;1000;128;0;25;47085
431;44;0;1000;128;0;25;33087
432;44;1;1000;128;0;25;23070
433;44;2;1000;128;0;25;13098
434;44;3;1000;128;0;25;41088
435;44;4;1000;128;0;25;41070
436;44;5;1000;128;0;25;29104
437;44;6;1000;128;0;25;49090
438;44;7;1000;128;0;25;36072
439;44;8;1000;128;0;25;65106
440;44;9;1000;128;0;25;6093
441;45;0;1000;128;0;25;636
442;45;1;1000;128;0;25;40092
443;45;2;1000;128;0;25;618
444;45;3;1000;128;0;25;31074
445;45;4;1000;128;0;25;24093
446;45;5;1000;128;0;25;23109
447;45;6;1000;128;0;25;16074
448;45;7;1000;128;0;25;21088
449;45;8;1000;128;0;25;12063
450;45;9;1000;128;0;25;216
